epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
129,14126.9,1.06581,0.5979,1.01454,0.88033,0.8194,0.86402,0.61694,0.89594,0.55606,0.99819,0.0005776,0.0005776,0.0005776
130,14253.9,1.07113,0.59719,1.01322,0.88064,0.81938,0.86422,0.61735,0.89572,0.55582,0.99819,0.0005743,0.0005743,0.0005743
131,14380.8,1.06365,0.59864,1.01548,0.88091,0.81956,0.86439,0.61752,0.89551,0.55565,0.99805,0.000571,0.000571,0.000571
132,14508,1.06726,0.59693,1.01536,0.88141,0.81928,0.86444,0.61757,0.89536,0.55551,0.99819,0.0005677,0.0005677,0.0005677
133,14634.9,1.05221,0.59332,1.01399,0.88204,0.81886,0.86458,0.61786,0.89498,0.55563,0.99795,0.0005644,0.0005644,0.0005644
134,14762.3,1.06646,0.5935,1.01264,0.88207,0.81872,0.86442,0.61797,0.89453,0.55551,0.99788,0.0005611,0.0005611,0.0005611
135,14889.7,1.06355,0.59383,1.01354,0.88251,0.81882,0.86451,0.61822,0.89422,0.55514,0.99787,0.0005578,0.0005578,0.0005578
136,15016.8,1.05351,0.59141,1.01091,0.88154,0.81959,0.86449,0.61807,0.89413,0.55509,0.99771,0.0005545,0.0005545,0.0005545
137,15144,1.05631,0.59134,1.01101,0.88028,0.8203,0.86445,0.61823,0.89376,0.55503,0.99757,0.0005512,0.0005512,0.0005512
138,15271.1,1.05805,0.59107,1.01367,0.88193,0.81922,0.86445,0.61845,0.8933,0.55495,0.99725,0.0005479,0.0005479,0.0005479
139,15398.2,1.05817,0.59057,1.01003,0.88154,0.81967,0.86446,0.61886,0.8926,0.55486,0.99683,0.0005446,0.0005446,0.0005446
140,15525.3,1.05191,0.58938,1.01027,0.88205,0.81959,0.86449,0.61886,0.89237,0.5547,0.99666,0.0005413,0.0005413,0.0005413
141,15652,1.05807,0.589,1.01136,0.88215,0.81934,0.86442,0.61895,0.89206,0.55459,0.99652,0.000538,0.000538,0.000538
142,15779.3,1.05658,0.58973,1.01128,0.88224,0.81932,0.86445,0.61912,0.89177,0.55425,0.99634,0.0005347,0.0005347,0.0005347
143,15906.2,1.05159,0.58606,1.00957,0.88185,0.81973,0.86469,0.61934,0.89142,0.55386,0.99626,0.0005314,0.0005314,0.0005314
144,16033,1.05332,0.58655,1.00881,0.88184,0.81921,0.86455,0.61955,0.89083,0.55358,0.99592,0.0005281,0.0005281,0.0005281
145,16159.9,1.04514,0.58481,1.00895,0.88218,0.8193,0.86447,0.61958,0.89056,0.5532,0.99579,0.0005248,0.0005248,0.0005248
146,16286.8,1.04626,0.58628,1.00917,0.88326,0.81875,0.86461,0.61989,0.89034,0.55321,0.99584,0.0005215,0.0005215,0.0005215
147,16413.4,1.04872,0.58602,1.01067,0.88283,0.81915,0.86468,0.62008,0.89011,0.55328,0.99569,0.0005182,0.0005182,0.0005182
148,16540.2,1.04703,0.58288,1.00614,0.88241,0.81949,0.86467,0.62007,0.88968,0.55312,0.99551,0.0005149,0.0005149,0.0005149
149,16667.1,1.04946,0.5839,1.00608,0.88225,0.82002,0.86465,0.62034,0.88917,0.55292,0.99538,0.0005116,0.0005116,0.0005116
150,16794.3,1.04127,0.57855,1.0053,0.8828,0.81947,0.86454,0.62045,0.88896,0.55291,0.99544,0.0005083,0.0005083,0.0005083
151,16921.3,1.0455,0.58213,1.00897,0.88228,0.82026,0.86447,0.62037,0.8888,0.55293,0.99544,0.000505,0.000505,0.000505
152,17049.2,1.04319,0.57992,1.00766,0.88228,0.82028,0.86441,0.62035,0.88876,0.55281,0.99556,0.0005017,0.0005017,0.0005017
153,17176.3,1.04354,0.5786,1.00447,0.88245,0.82018,0.86445,0.62043,0.88859,0.55266,0.99558,0.0004984,0.0004984,0.0004984
154,17303.3,1.04273,0.57688,1.00555,0.88259,0.82032,0.86449,0.62053,0.88863,0.55261,0.99568,0.0004951,0.0004951,0.0004951
155,17430.4,1.04374,0.58188,1.0068,0.88347,0.8196,0.86449,0.62065,0.88845,0.55245,0.9956,0.0004918,0.0004918,0.0004918
156,17557.5,1.04244,0.57795,1.00483,0.88346,0.81931,0.86445,0.62069,0.88822,0.55215,0.99555,0.0004885,0.0004885,0.0004885
157,17684.8,1.03878,0.57422,1.0033,0.88349,0.81935,0.86456,0.62086,0.88789,0.55186,0.99547,0.0004852,0.0004852,0.0004852
