epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
145,18594,1.01866,0.54074,0.98254,0.89088,0.8208,0.86348,0.6295,0.88119,0.54144,0.98234,0.0005248,0.0005248,0.0005248
146,18720.9,1.01523,0.53686,0.9815,0.89064,0.82065,0.86345,0.62966,0.88096,0.54112,0.98225,0.0005215,0.0005215,0.0005215
147,18848.3,1.01207,0.53417,0.98091,0.89142,0.82035,0.86363,0.62987,0.88059,0.54109,0.9821,0.0005182,0.0005182,0.0005182
148,18975.5,1.01855,0.53861,0.98362,0.89124,0.82023,0.86356,0.62985,0.88048,0.54101,0.98216,0.0005149,0.0005149,0.0005149
149,19102.4,1.0141,0.5355,0.98046,0.89118,0.81981,0.86354,0.62998,0.88047,0.54101,0.9823,0.0005116,0.0005116,0.0005116
150,19229.6,1.01436,0.53381,0.98141,0.89128,0.82041,0.86357,0.63018,0.88057,0.54085,0.98227,0.0005083,0.0005083,0.0005083
151,19356.8,1.02022,0.53346,0.98249,0.89162,0.81973,0.86348,0.63031,0.8804,0.54056,0.98219,0.000505,0.000505,0.000505
152,19484.2,1.01042,0.53382,0.97974,0.89133,0.82006,0.86331,0.63039,0.8803,0.54037,0.98211,0.0005017,0.0005017,0.0005017
153,19611.4,1.00876,0.53295,0.97869,0.89232,0.81952,0.86334,0.63045,0.88015,0.5401,0.98205,0.0004984,0.0004984,0.0004984
154,19738.8,1.01062,0.53008,0.97763,0.89236,0.81926,0.86326,0.63051,0.88018,0.54027,0.98199,0.0004951,0.0004951,0.0004951
155,19866.2,1.00572,0.527,0.97857,0.8925,0.81929,0.86328,0.63069,0.88016,0.54031,0.98188,0.0004918,0.0004918,0.0004918
156,19993.6,1.0061,0.52784,0.97828,0.89154,0.82001,0.86339,0.63076,0.88001,0.54018,0.98178,0.0004885,0.0004885,0.0004885
157,20121.2,1.00832,0.52761,0.97775,0.89176,0.82003,0.86335,0.63083,0.8796,0.53993,0.98154,0.0004852,0.0004852,0.0004852
158,20248.5,1.01237,0.53041,0.97884,0.89214,0.81949,0.86342,0.63092,0.87952,0.53966,0.98147,0.0004819,0.0004819,0.0004819
159,20376.2,1.014,0.52927,0.97824,0.89199,0.81971,0.86353,0.6311,0.87944,0.53961,0.98137,0.0004786,0.0004786,0.0004786
160,20503.6,1.00642,0.52668,0.97691,0.89202,0.81985,0.86358,0.63116,0.87934,0.53949,0.98122,0.0004753,0.0004753,0.0004753
161,20631,1.00504,0.52556,0.97587,0.89224,0.81966,0.86349,0.63122,0.87926,0.5395,0.98128,0.000472,0.000472,0.000472
162,20758.2,1.00075,0.52304,0.97484,0.89192,0.82,0.86348,0.63111,0.87912,0.53969,0.9812,0.0004687,0.0004687,0.0004687
163,20885.3,1.00311,0.52299,0.9738,0.89169,0.82027,0.8635,0.63112,0.87924,0.53968,0.98122,0.0004654,0.0004654,0.0004654
164,21012.4,1.00288,0.52262,0.97371,0.89182,0.82014,0.8635,0.63113,0.879,0.53952,0.98108,0.0004621,0.0004621,0.0004621
165,21139.1,1.00198,0.52349,0.97544,0.89163,0.82045,0.86351,0.6312,0.87871,0.53928,0.981,0.0004588,0.0004588,0.0004588
166,21266,1.0012,0.51839,0.97641,0.89189,0.82031,0.86355,0.63131,0.87851,0.53916,0.98098,0.0004555,0.0004555,0.0004555
167,21393.2,0.9979,0.51757,0.97375,0.89082,0.82106,0.86357,0.6313,0.8784,0.53935,0.98097,0.0004522,0.0004522,0.0004522
168,21520.2,1.00226,0.51953,0.97514,0.89102,0.82107,0.86362,0.63133,0.87832,0.53932,0.98099,0.0004489,0.0004489,0.0004489
169,21647.4,1.00069,0.52047,0.97545,0.89111,0.8212,0.86361,0.63118,0.8784,0.53945,0.98095,0.0004456,0.0004456,0.0004456
170,21774.4,0.99272,0.51664,0.97191,0.8911,0.82106,0.86353,0.63124,0.87859,0.53955,0.9811,0.0004423,0.0004423,0.0004423
171,21901.7,0.99804,0.5146,0.9736,0.89112,0.82092,0.86352,0.63129,0.87854,0.53948,0.9811,0.000439,0.000439,0.000439
172,22028.7,0.99784,0.51662,0.9697,0.89153,0.82088,0.86353,0.63129,0.87843,0.53935,0.98098,0.0004357,0.0004357,0.0004357
173,22155.9,0.99058,0.51389,0.96856,0.89215,0.82035,0.86344,0.63133,0.87826,0.53915,0.98076,0.0004324,0.0004324,0.0004324
174,22282.8,0.98942,0.51164,0.97135,0.89203,0.82015,0.8634,0.63138,0.87808,0.53911,0.98058,0.0004291,0.0004291,0.0004291
175,22409.8,0.9939,0.51135,0.97208,0.89205,0.8198,0.86335,0.63154,0.87779,0.53899,0.98037,0.0004258,0.0004258,0.0004258
176,22536.9,0.99655,0.51014,0.97193,0.89222,0.81966,0.86327,0.63156,0.87773,0.53884,0.98035,0.0004225,0.0004225,0.0004225
177,22663.9,0.993,0.51334,0.9729,0.89224,0.81985,0.86343,0.63154,0.87755,0.53857,0.98034,0.0004192,0.0004192,0.0004192
178,22792.1,0.99145,0.51166,0.97286,0.8921,0.82005,0.86344,0.63164,0.87757,0.53835,0.98042,0.0004159,0.0004159,0.0004159
179,22919.3,0.99118,0.50754,0.96997,0.89118,0.82073,0.8634,0.63173,0.87747,0.53818,0.98036,0.0004126,0.0004126,0.0004126
180,23046.2,0.98713,0.50928,0.96919,0.89138,0.82045,0.86339,0.63181,0.87739,0.53813,0.98032,0.0004093,0.0004093,0.0004093
